MatchID,Season,MatchWeek,Date,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HomeTeamPoints,AwayTeamPoints
1993-1994_Sheffield Weds_Tottenham,1993-1994,19,1/3/1994,Sheffield Weds,Tottenham,1,0,H,3,0
1993-1994_West Ham_Sheffield United,1993-1994,19,1/3/1994,West Ham,Sheffield United,0,0,D,1,1
1993-1994_Liverpool_Man United,1993-1994,19,1/4/1994,Liverpool,Man United,3,3,D,1,1
1993-1994_Norwich_Newcastle,1993-1994,19,1/4/1994,Norwich,Newcastle,1,2,A,0,3
1993-1994_Aston Villa_West Ham,1993-1994,20,1/15/1994,Aston Villa,West Ham,3,1,H,3,0
1993-1994_Everton_Swindon,1993-1994,20,1/15/1994,Everton,Swindon,6,2,H,3,0
1993-1994_Leeds_Ipswich,1993-1994,20,1/15/1994,Leeds,Ipswich,0,0,D,1,1
1993-1994_Man City_Arsenal,1993-1994,20,1/15/1994,Man City,Arsenal,0,0,D,1,1
1993-1994_Norwich_Chelsea,1993-1994,20,1/15/1994,Norwich,Chelsea,1,1,D,1,1
1993-1994_Oldham_Liverpool,1993-1994,20,1/15/1994,Oldham,Liverpool,0,3,A,0,3
1993-1994_Sheffield United_Blackburn,1993-1994,20,1/15/1994,Sheffield United,Blackburn,1,2,A,0,3
1993-1994_Southampton_Coventry,1993-1994,20,1/15/1994,Southampton,Coventry,1,0,H,3,0
1993-1994_Tottenham_Man United,1993-1994,20,1/15/1994,Tottenham,Man United,0,1,A,0,3
1993-1994_Wimbledon_Sheffield Weds,1993-1994,20,1/15/1994,Wimbledon,Sheffield Weds,2,1,H,3,0
1993-1994_QPR_Newcastle,1993-1994,20,1/16/1994,QPR,Newcastle,1,2,A,0,3
1993-1994_Arsenal_Oldham,1993-1994,21,1/22/1994,Arsenal,Oldham,1,1,D,1,1
1993-1994_Chelsea_Aston Villa,1993-1994,21,1/22/1994,Chelsea,Aston Villa,1,1,D,1,1
1993-1994_Coventry_QPR,1993-1994,21,1/22/1994,Coventry,QPR,0,1,A,0,3
1993-1994_Ipswich_Wimbledon,1993-1994,21,1/22/1994,Ipswich,Wimbledon,0,0,D,1,1
1993-1994_Liverpool_Man City,1993-1994,21,1/22/1994,Liverpool,Man City,2,1,H,3,0
1993-1994_Man United_Everton,1993-1994,21,1/22/1994,Man United,Everton,1,0,H,3,0
1993-1994_Newcastle_Southampton,1993-1994,21,1/22/1994,Newcastle,Southampton,1,2,A,0,3
1993-1994_Sheffield Weds_Sheffield United,1993-1994,21,1/22/1994,Sheffield Weds,Sheffield United,3,1,H,3,0
1993-1994_Swindon_Tottenham,1993-1994,21,1/22/1994,Swindon,Tottenham,2,1,H,3,0
1993-1994_Blackburn_Leeds,1993-1994,21,1/23/1994,Blackburn,Leeds,2,1,H,3,0
1993-1994_West Ham_Norwich,1993-1994,21,1/24/1994,West Ham,Norwich,3,3,D,1,1
1993-1994_Coventry_Ipswich,1993-1994,21,2/2/1994,Coventry,Ipswich,1,0,H,3,0
1993-1994_Blackburn_Wimbledon,1993-1994,22,2/5/1994,Blackburn,Wimbledon,3,0,H,3,0
1993-1994_Everton_Chelsea,1993-1994,22,2/5/1994,Everton,Chelsea,4,2,H,3,0
1993-1994_Man City_Ipswich,1993-1994,22,2/5/1994,Man City,Ipswich,2,1,H,3,0
1993-1994_Norwich_Liverpool,1993-1994,22,2/5/1994,Norwich,Liverpool,2,2,D,1,1
1993-1994_Oldham_Southampton,1993-1994,22,2/5/1994,Oldham,Southampton,2,1,H,3,0
1993-1994_QPR_Man United,1993-1994,22,2/5/1994,QPR,Man United,2,3,A,0,3
1993-1994_Swindon_Coventry,1993-1994,22,2/5/1994,Swindon,Coventry,3,1,H,3,0
1993-1994_Tottenham_Sheffield Weds,1993-1994,22,2/5/1994,Tottenham,Sheffield Weds,1,3,A,0,3
1993-1994_Aston Villa_Leeds,1993-1994,22,2/6/1994,Aston Villa,Leeds,1,0,H,3,0
1993-1994_Aston Villa_Swindon,1993-1994,23,2/12/1994,Aston Villa,Swindon,5,0,H,3,0
1993-1994_Everton_Ipswich,1993-1994,23,2/12/1994,Everton,Ipswich,0,0,D,1,1
1993-1994_Man City_West Ham,1993-1994,23,2/12/1994,Man City,West Ham,0,0,D,1,1
1993-1994_Oldham_Chelsea,1993-1994,23,2/12/1994,Oldham,Chelsea,2,1,H,3,0
1993-1994_Sheffield United_Coventry,1993-1994,23,2/12/1994,Sheffield United,Coventry,0,0,D,1,1
1993-1994_Tottenham_Blackburn,1993-1994,23,2/12/1994,Tottenham,Blackburn,0,2,A,0,3
1993-1994_Wimbledon_Newcastle,1993-1994,23,2/12/1994,Wimbledon,Newcastle,4,2,H,3,0
1993-1994_Norwich_Arsenal,1993-1994,23,2/13/1994,Norwich,Arsenal,1,1,D,1,1
1993-1994_Southampton_Liverpool,1993-1994,23,2/14/1994,Southampton,Liverpool,4,2,H,3,0
1993-1994_Blackburn_Newcastle,1993-1994,24,2/19/1994,Blackburn,Newcastle,1,0,H,3,0
1993-1994_Coventry_Man City,1993-1994,24,2/19/1994,Coventry,Man City,4,0,H,3,0
1993-1994_Everton_Arsenal,1993-1994,24,2/19/1994,Everton,Arsenal,1,1,D,1,1
1993-1994_Leeds_Liverpool,1993-1994,24,2/19/1994,Leeds,Liverpool,2,0,H,3,0
1993-1994_Swindon_Norwich,1993-1994,24,2/19/1994,Swindon,Norwich,3,3,D,1,1
1993-1994_Aston Villa_Man City,1993-1994,25,2/22/1994,Aston Villa,Man City,0,0,D,1,1
1993-1994_Norwich_Blackburn,1993-1994,25,2/22/1994,Norwich,Blackburn,2,2,D,1,1
1993-1994_Newcastle_Coventry,1993-1994,25,2/23/1994,Newcastle,Coventry,4,0,H,3,0
1993-1994_Arsenal_Blackburn,1993-1994,26,2/26/1994,Arsenal,Blackburn,1,0,H,3,0
1993-1994_Ipswich_Sheffield United,1993-1994,26,2/26/1994,Ipswich,Sheffield United,3,2,H,3,0
1993-1994_Liverpool_Coventry,1993-1994,26,2/26/1994,Liverpool,Coventry,1,0,H,3,0
1993-1994_Man City_Swindon,1993-1994,26,2/26/1994,Man City,Swindon,2,1,H,3,0
1993-1994_Norwich_Sheffield Weds,1993-1994,26,2/26/1994,Norwich,Sheffield Weds,1,1,D,1,1
1993-1994_Southampton_Wimbledon,1993-1994,26,2/26/1994,Southampton,Wimbledon,1,0,H,3,0
1993-1994_West Ham_Man United,1993-1994,26,2/26/1994,West Ham,Man United,2,2,D,1,1
1993-1994_Chelsea_Tottenham,1993-1994,26,2/27/1994,Chelsea,Tottenham,4,3,H,3,0
1993-1994_Oldham_Leeds,1993-1994,26,2/28/1994,Oldham,Leeds,1,1,D,1,1
1993-1994_Tottenham_Aston Villa,1993-1994,26,3/2/1994,Tottenham,Aston Villa,1,1,D,1,1
1993-1994_Blackburn_Liverpool,1993-1994,27,3/5/1994,Blackburn,Liverpool,2,0,H,3,0
1993-1994_Everton_Oldham,1993-1994,27,3/5/1994,Everton,Oldham,2,1,H,3,0
1993-1994_Ipswich_Arsenal,1993-1994,27,3/5/1994,Ipswich,Arsenal,1,5,A,0,3
1993-1994_Leeds_Southampton,1993-1994,27,3/5/1994,Leeds,Southampton,0,0,D,1,1
1993-1994_Man United_Chelsea,1993-1994,27,3/5/1994,Man United,Chelsea,0,1,A,0,3
1993-1994_QPR_Man City,1993-1994,27,3/5/1994,QPR,Man City,1,1,D,1,1
1993-1994_Sheffield Weds_Newcastle,1993-1994,27,3/5/1994,Sheffield Weds,Newcastle,0,1,A,0,3
1993-1994_Swindon_West Ham,1993-1994,27,3/5/1994,Swindon,West Ham,1,1,D,1,1
1993-1994_Tottenham_Sheffield United,1993-1994,27,3/5/1994,Tottenham,Sheffield United,2,2,D,1,1
1993-1994_Wimbledon_Norwich,1993-1994,27,3/5/1994,Wimbledon,Norwich,3,1,H,3,0
1993-1994_Coventry_Aston Villa,1993-1994,27,3/6/1994,Coventry,Aston Villa,0,1,A,0,3
1993-1994_Aston Villa_Ipswich,1993-1994,28,3/12/1994,Aston Villa,Ipswich,0,1,A,0,3
1993-1994_Man City_Wimbledon,1993-1994,28,3/12/1994,Man City,Wimbledon,0,1,A,0,3
1993-1994_Newcastle_Swindon,1993-1994,28,3/12/1994,Newcastle,Swindon,7,1,H,3,0
1993-1994_Norwich_QPR,1993-1994,28,3/12/1994,Norwich,QPR,3,4,A,0,3
1993-1994_Southampton_Sheffield Weds,1993-1994,28,3/12/1994,Southampton,Sheffield Weds,1,1,D,1,1
1993-1994_Liverpool_Everton,1993-1994,28,3/13/1994,Liverpool,Everton,2,1,H,3,0
1993-1994_Sheffield United_Leeds,1993-1994,28,3/13/1994,Sheffield United,Leeds,2,2,D,1,1
1993-1994_Chelsea_Wimbledon,1993-1994,29,3/16/1994,Chelsea,Wimbledon,2,0,H,3,0
1993-1994_Leeds_Aston Villa,1993-1994,29,3/16/1994,Leeds,Aston Villa,2,0,H,3,0
1993-1994_Man United_Sheffield Weds,1993-1994,29,3/16/1994,Man United,Sheffield Weds,5,0,H,3,0
1993-1994_Sheffield United_QPR,1993-1994,29,3/16/1994,Sheffield United,QPR,1,1,D,1,1
1993-1994_Aston Villa_Oldham,1993-1994,30,3/19/1994,Aston Villa,Oldham,1,2,A,0,3
1993-1994_Leeds_Coventry,1993-1994,30,3/19/1994,Leeds,Coventry,1,0,H,3,0
1993-1994_Liverpool_Chelsea,1993-1994,30,3/19/1994,Liverpool,Chelsea,2,1,H,3,0
1993-1994_Man City_Sheffield United,1993-1994,30,3/19/1994,Man City,Sheffield United,0,0,D,1,1
1993-1994_QPR_Wimbledon,1993-1994,30,3/19/1994,QPR,Wimbledon,1,0,H,3,0
1993-1994_Southampton_Arsenal,1993-1994,30,3/19/1994,Southampton,Arsenal,0,4,A,0,3
1993-1994_Swindon_Man United,1993-1994,30,3/19/1994,Swindon,Man United,2,2,D,1,1
1993-1994_Tottenham_Ipswich,1993-1994,30,3/19/1994,Tottenham,Ipswich,1,1,D,1,1
1993-1994_West Ham_Newcastle,1993-1994,30,3/19/1994,West Ham,Newcastle,2,4,A,0,3
1993-1994_Sheffield Weds_Blackburn,1993-1994,30,3/20/1994,Sheffield Weds,Blackburn,1,2,A,0,3
1993-1994_Norwich_Everton,1993-1994,30,3/21/1994,Norwich,Everton,3,0,H,3,0
1993-1994_Arsenal_Man United,1993-1994,30,3/22/1994,Arsenal,Man United,2,2,D,1,1
1993-1994_Newcastle_Ipswich,1993-1994,30,3/22/1994,Newcastle,Ipswich,2,0,H,3,0
1993-1994_Arsenal_Liverpool,1993-1994,31,3/26/1994,Arsenal,Liverpool,1,0,H,3,0
1993-1994_Blackburn_Swindon,1993-1994,31,3/26/1994,Blackburn,Swindon,3,1,H,3,0
1993-1994_Chelsea_West Ham,1993-1994,31,3/26/1994,Chelsea,West Ham,2,0,H,3,0
1993-1994_Coventry_Norwich,1993-1994,31,3/26/1994,Coventry,Norwich,2,1,H,3,0
1993-1994_Everton_Tottenham,1993-1994,31,3/26/1994,Everton,Tottenham,0,1,A,0,3
1993-1994_Ipswich_QPR,1993-1994,31,3/26/1994,Ipswich,QPR,1,3,A,0,3
1993-1994_Oldham_Man City,1993-1994,31,3/26/1994,Oldham,Man City,0,0,D,1,1
1993-1994_Sheffield United_Southampton,1993-1994,31,3/26/1994,Sheffield United,Southampton,0,0,D,1,1
1993-1994_Wimbledon_Leeds,1993-1994,31,3/27/1994,Wimbledon,Leeds,1,0,H,3,0
1993-1994_Sheffield United_West Ham,1993-1994,32,3/28/1994,Sheffield United,West Ham,3,2,H,3,0
1993-1994_Ipswich_Man City,1993-1994,32,3/29/1994,Ipswich,Man City,2,2,D,1,1
1993-1994_Newcastle_Norwich,1993-1994,32,3/29/1994,Newcastle,Norwich,3,0,H,3,0
1993-1994_Wimbledon_Blackburn,1993-1994,32,3/29/1994,Wimbledon,Blackburn,4,1,H,3,0
1993-1994_Aston Villa_Everton,1993-1994,32,3/30/1994,Aston Villa,Everton,0,0,D,1,1
1993-1994_Man United_Liverpool,1993-1994,32,3/30/1994,Man United,Liverpool,1,0,H,3,0
1993-1994_Sheffield Weds_Chelsea,1993-1994,32,3/30/1994,Sheffield Weds,Chelsea,3,1,H,3,0
1993-1994_Southampton_Oldham,1993-1994,32,3/30/1994,Southampton,Oldham,1,3,A,0,3
1993-1994_Leeds_Newcastle,1993-1994,33,4/1/1994,Leeds,Newcastle,1,1,D,1,1
1993-1994_Arsenal_Swindon,1993-1994,33,4/2/1994,Arsenal,Swindon,1,1,D,1,1
1993-1994_Blackburn_Man United,1993-1994,33,4/2/1994,Blackburn,Man United,2,0,H,3,0
1993-1994_Chelsea_Southampton,1993-1994,33,4/2/1994,Chelsea,Southampton,2,0,H,3,0
1993-1994_Coventry_Wimbledon,1993-1994,33,4/2/1994,Coventry,Wimbledon,1,2,A,0,3
1994-1995_Arsenal_Man City,1994-1995,1,8/20/1994,Arsenal,Man City,3,0,H,3,0
1994-1995_Chelsea_Norwich,1994-1995,1,8/20/1994,Chelsea,Norwich,2,0,H,3,0
1994-1995_Coventry_Wimbledon,1994-1995,1,8/20/1994,Coventry,Wimbledon,1,1,D,1,1
1994-1995_Crystal Palace_Liverpool,1994-1995,1,8/20/1994,Crystal Palace,Liverpool,1,6,A,0,3
1994-1995_Everton_Aston Villa,1994-1995,1,8/20/1994,Everton,Aston Villa,2,2,D,1,1
1994-1995_Ipswich_Nott'm Forest,1994-1995,1,8/20/1994,Ipswich,Nott'm Forest,0,1,A,0,3
1994-1995_Man United_QPR,1994-1995,1,8/20/1994,Man United,QPR,2,0,H,3,0
1994-1995_Sheffield Weds_Tottenham,1994-1995,1,8/20/1994,Sheffield Weds,Tottenham,3,4,A,0,3
1994-1995_Southampton_Blackburn,1994-1995,1,8/20/1994,Southampton,Blackburn,1,1,D,1,1
1994-1995_West Ham_Leeds,1994-1995,1,8/20/1994,West Ham,Leeds,0,0,D,1,1
1994-1995_Leicester_Newcastle,1994-1995,1,8/21/1994,Leicester,Newcastle,1,3,A,0,3
1994-1995_Nott'm Forest_Man United,1994-1995,1,8/22/1994,Nott'm Forest,Man United,1,1,D,1,1
1994-1995_Blackburn_Leicester,1994-1995,1,8/23/1994,Blackburn,Leicester,3,0,H,3,0
1994-1995_Leeds_Arsenal,1994-1995,1,8/23/1994,Leeds,Arsenal,1,0,H,3,0
1994-1995_Wimbledon_Ipswich,1994-1995,1,8/23/1994,Wimbledon,Ipswich,1,1,D,1,1
1994-1995_Aston Villa_Southampton,1994-1995,1,8/24/1994,Aston Villa,Southampton,1,1,D,1,1
1994-1995_Man City_West Ham,1994-1995,1,8/24/1994,Man City,West Ham,3,0,H,3,0
1994-1995_Newcastle_Coventry,1994-1995,1,8/24/1994,Newcastle,Coventry,4,0,H,3,0
1994-1995_Norwich_Crystal Palace,1994-1995,1,8/24/1994,Norwich,Crystal Palace,0,0,D,1,1
1994-1995_QPR_Sheffield Weds,1994-1995,1,8/24/1994,QPR,Sheffield Weds,3,2,H,3,0
1994-1995_Tottenham_Everton,1994-1995,1,8/24/1994,Tottenham,Everton,2,1,H,3,0
1994-1995_Aston Villa_Crystal Palace,1994-1995,2,8/27/1994,Aston Villa,Crystal Palace,1,1,D,1,1
1994-1995_Blackburn_Coventry,1994-1995,2,8/27/1994,Blackburn,Coventry,4,0,H,3,0
1994-1995_Leeds_Chelsea,1994-1995,2,8/27/1994,Leeds,Chelsea,2,3,A,0,3
1994-1995_Man City_Everton,1994-1995,2,8/27/1994,Man City,Everton,4,0,H,3,0
1994-1995_Newcastle_Southampton,1994-1995,2,8/27/1994,Newcastle,Southampton,5,1,H,3,0
1994-1995_Norwich_West Ham,1994-1995,2,8/27/1994,Norwich,West Ham,1,0,H,3,0
1994-1995_Nott'm Forest_Leicester,1994-1995,2,8/27/1994,Nott'm Forest,Leicester,1,0,H,3,0
1994-1995_QPR_Ipswich,1994-1995,2,8/27/1994,QPR,Ipswich,1,2,A,0,3
1994-1995_Tottenham_Man United,1994-1995,2,8/27/1994,Tottenham,Man United,0,1,A,0,3
1994-1995_Wimbledon_Sheffield Weds,1994-1995,2,8/27/1994,Wimbledon,Sheffield Weds,0,1,A,0,3
1994-1995_Liverpool_Arsenal,1994-1995,2,8/28/1994,Liverpool,Arsenal,3,0,H,3,0
1994-1995_Coventry_Aston Villa,1994-1995,2,8/29/1994,Coventry,Aston Villa,0,1,A,0,3
1994-1995_Crystal Palace_Leeds,1994-1995,2,8/30/1994,Crystal Palace,Leeds,1,2,A,0,3
1994-1995_Everton_Nott'm Forest,1994-1995,2,8/30/1994,Everton,Nott'm Forest,1,2,A,0,3
1994-1995_Ipswich_Tottenham,1994-1995,2,8/30/1994,Ipswich,Tottenham,1,3,A,0,3
1994-1995_Arsenal_Blackburn,1994-1995,2,8/31/1994,Arsenal,Blackburn,0,0,D,1,1
1994-1995_Chelsea_Man City,1994-1995,2,8/31/1994,Chelsea,Man City,3,0,H,3,0
1994-1995_Leicester_QPR,1994-1995,2,8/31/1994,Leicester,QPR,1,1,D,1,1
1994-1995_Man United_Wimbledon,1994-1995,2,8/31/1994,Man United,Wimbledon,3,0,H,3,0
1994-1995_Sheffield Weds_Norwich,1994-1995,2,8/31/1994,Sheffield Weds,Norwich,0,0,D,1,1
1994-1995_Southampton_Liverpool,1994-1995,2,8/31/1994,Southampton,Liverpool,0,2,A,0,3
1994-1995_West Ham_Newcastle,1994-1995,2,8/31/1994,West Ham,Newcastle,1,3,A,0,3
1994-1995_Aston Villa_Ipswich,1994-1995,3,9/10/1994,Aston Villa,Ipswich,2,0,H,3,0
1994-1995_Blackburn_Everton,1994-1995,3,9/10/1994,Blackburn,Everton,3,0,H,3,0
1994-1995_Liverpool_West Ham,1994-1995,3,9/10/1994,Liverpool,West Ham,0,0,D,1,1
1994-1995_Man City_Crystal Palace,1994-1995,3,9/10/1994,Man City,Crystal Palace,1,1,D,1,1
1994-1995_Newcastle_Chelsea,1994-1995,3,9/10/1994,Newcastle,Chelsea,4,2,H,3,0
1994-1995_Norwich_Arsenal,1994-1995,3,9/10/1994,Norwich,Arsenal,0,0,D,1,1
1994-1995_Nott'm Forest_Sheffield Weds,1994-1995,3,9/10/1994,Nott'm Forest,Sheffield Weds,4,1,H,3,0
1994-1995_QPR_Coventry,1994-1995,3,9/10/1994,QPR,Coventry,2,2,D,1,1
1994-1995_Wimbledon_Leicester,1994-1995,3,9/10/1994,Wimbledon,Leicester,2,1,H,3,0
1994-1995_Leeds_Man United,1994-1995,3,9/11/1994,Leeds,Man United,2,1,H,3,0
1994-1995_Tottenham_Southampton,1994-1995,3,9/12/1994,Tottenham,Southampton,1,2,A,0,3
1994-1995_Coventry_Leeds,1994-1995,4,9/17/1994,Coventry,Leeds,2,1,H,3,0
1994-1995_Crystal Palace_Wimbledon,1994-1995,4,9/17/1994,Crystal Palace,Wimbledon,0,0,D,1,1
1994-1995_Everton_QPR,1994-1995,4,9/17/1994,Everton,QPR,2,2,D,1,1
1994-1995_Leicester_Tottenham,1994-1995,4,9/17/1994,Leicester,Tottenham,3,1,H,3,0
1994-1995_Man United_Liverpool,1994-1995,4,9/17/1994,Man United,Liverpool,2,0,H,3,0
1994-1995_Sheffield Weds_Man City,1994-1995,4,9/17/1994,Sheffield Weds,Man City,1,1,D,1,1
1994-1995_Southampton_Nott'm Forest,1994-1995,4,9/17/1994,Southampton,Nott'm Forest,1,1,D,1,1
1994-1995_West Ham_Aston Villa,1994-1995,4,9/17/1994,West Ham,Aston Villa,1,0,H,3,0
1994-1995_Arsenal_Newcastle,1994-1995,4,9/18/1994,Arsenal,Newcastle,2,3,A,0,3
1994-1995_Chelsea_Blackburn,1994-1995,4,9/18/1994,Chelsea,Blackburn,1,2,A,0,3
1994-1995_Ipswich_Norwich,1994-1995,4,9/19/1994,Ipswich,Norwich,1,2,A,0,3
1994-1995_Blackburn_Aston Villa,1994-1995,5,9/24/1994,Blackburn,Aston Villa,3,1,H,3,0
1994-1995_Coventry_Southampton,1994-1995,5,9/24/1994,Coventry,Southampton,1,3,A,0,3
1994-1995_Crystal Palace_Chelsea,1994-1995,5,9/24/1994,Crystal Palace,Chelsea,0,1,A,0,3
1994-1995_Everton_Leicester,1994-1995,5,9/24/1994,Everton,Leicester,1,1,D,1,1
1994-1995_Ipswich_Man United,1994-1995,5,9/24/1994,Ipswich,Man United,3,2,H,3,0
1994-1995_Man City_Norwich,1994-1995,5,9/24/1994,Man City,Norwich,2,0,H,3,0
1994-1995_Newcastle_Liverpool,1994-1995,5,9/24/1994,Newcastle,Liverpool,1,1,D,1,1
1994-1995_QPR_Wimbledon,1994-1995,5,9/24/1994,QPR,Wimbledon,0,1,A,0,3
1994-1995_Tottenham_Nott'm Forest,1994-1995,5,9/24/1994,Tottenham,Nott'm Forest,1,4,A,0,3
1994-1995_West Ham_Arsenal,1994-1995,5,9/25/1994,West Ham,Arsenal,0,2,A,0,3
1994-1995_Sheffield Weds_Leeds,1994-1995,5,9/26/1994,Sheffield Weds,Leeds,1,1,D,1,1
1994-1995_Arsenal_Crystal Palace,1994-1995,6,10/1/1994,Arsenal,Crystal Palace,1,2,A,0,3
1994-1995_Aston Villa_Newcastle,1994-1995,6,10/1/1994,Aston Villa,Newcastle,0,2,A,0,3
1994-1995_Leeds_Man City,1994-1995,6,10/1/1994,Leeds,Man City,2,0,H,3,0
1994-1995_Liverpool_Sheffield Weds,1994-1995,6,10/1/1994,Liverpool,Sheffield Weds,4,1,H,3,0
1994-1995_Man United_Everton,1994-1995,6,10/1/1994,Man United,Everton,2,0,H,3,0
1994-1995_Norwich_Blackburn,1994-1995,6,10/1/1994,Norwich,Blackburn,2,1,H,3,0
1994-1995_Southampton_Ipswich,1994-1995,6,10/1/1994,Southampton,Ipswich,3,1,H,3,0
1994-1995_Wimbledon_Tottenham,1994-1995,6,10/1/1994,Wimbledon,Tottenham,1,2,A,0,3
1994-1995_Chelsea_West Ham,1994-1995,6,10/2/1994,Chelsea,West Ham,1,2,A,0,3
1994-1995_Nott'm Forest_QPR,1994-1995,6,10/2/1994,Nott'm Forest,QPR,3,2,H,3,0
1994-1995_Leicester_Coventry,1994-1995,6,10/3/1994,Leicester,Coventry,2,2,D,1,1
1994-1995_Chelsea_Leicester,1994-1995,7,10/8/1994,Chelsea,Leicester,4,0,H,3,0
1994-1995_Liverpool_Aston Villa,1994-1995,7,10/8/1994,Liverpool,Aston Villa,3,2,H,3,0
1994-1995_Man City_Nott'm Forest,1994-1995,7,10/8/1994,Man City,Nott'm Forest,3,3,D,1,1
1994-1995_Norwich_Leeds,1994-1995,7,10/8/1994,Norwich,Leeds,2,1,H,3,0
1994-1995_Sheffield Weds_Man United,1994-1995,7,10/8/1994,Sheffield Weds,Man United,1,0,H,3,0
1994-1995_Southampton_Everton,1994-1995,7,10/8/1994,Southampton,Everton,2,0,H,3,0
1994-1995_Tottenham_QPR,1994-1995,7,10/8/1994,Tottenham,QPR,1,1,D,1,1
1994-1995_West Ham_Crystal Palace,1994-1995,7,10/8/1994,West Ham,Crystal Palace,1,0,H,3,0
1994-1995_Wimbledon_Arsenal,1994-1995,7,10/8/1994,Wimbledon,Arsenal,1,3,A,0,3
1994-1995_Newcastle_Blackburn,1994-1995,7,10/9/1994,Newcastle,Blackburn,1,1,D,1,1
1994-1995_Coventry_Ipswich,1994-1995,7,10/10/1994,Coventry,Ipswich,2,0,H,3,0
1994-1995_Arsenal_Chelsea,1994-1995,8,10/15/1994,Arsenal,Chelsea,3,1,H,3,0
1994-1995_Aston Villa_Norwich,1994-1995,8,10/15/1994,Aston Villa,Norwich,1,1,D,1,1
1994-1995_Blackburn_Liverpool,1994-1995,8,10/15/1994,Blackburn,Liverpool,3,2,H,3,0
1994-1995_Crystal Palace_Newcastle,1994-1995,8,10/15/1994,Crystal Palace,Newcastle,0,1,A,0,3
1994-1995_Everton_Coventry,1994-1995,8,10/15/1994,Everton,Coventry,0,2,A,0,3
1994-1995_Leeds_Tottenham,1994-1995,8,10/15/1994,Leeds,Tottenham,1,1,D,1,1
1994-1995_Leicester_Southampton,1994-1995,8,10/15/1994,Leicester,Southampton,4,3,H,3,0
1994-1995_Man United_West Ham,1994-1995,8,10/15/1994,Man United,West Ham,1,0,H,3,0
1994-1995_QPR_Man City,1994-1995,8,10/15/1994,QPR,Man City,1,2,A,0,3
1994-1995_Ipswich_Sheffield Weds,1994-1995,8,10/16/1994,Ipswich,Sheffield Weds,1,2,A,0,3
1994-1995_Nott'm Forest_Wimbledon,1994-1995,8,10/17/1994,Nott'm Forest,Wimbledon,3,1,H,3,0
1994-1995_Aston Villa_Nott'm Forest,1994-1995,9,10/22/1994,Aston Villa,Nott'm Forest,0,2,A,0,3
1994-1995_Crystal Palace_Everton,1994-1995,9,10/22/1994,Crystal Palace,Everton,1,0,H,3,0
1994-1995_Liverpool_Wimbledon,1994-1995,9,10/22/1994,Liverpool,Wimbledon,3,0,H,3,0
1994-1995_Man City_Tottenham,1994-1995,9,10/22/1994,Man City,Tottenham,5,2,H,3,0
1994-1995_Newcastle_Sheffield Weds,1994-1995,9,10/22/1994,Newcastle,Sheffield Weds,2,1,H,3,0
1994-1995_Norwich_QPR,1994-1995,9,10/22/1994,Norwich,QPR,4,2,H,3,0
1994-1995_West Ham_Southampton,1994-1995,9,10/22/1994,West Ham,Southampton,2,0,H,3,0
1994-1995_Arsenal_Coventry,1994-1995,9,10/23/1994,Arsenal,Coventry,2,1,H,3,0
1994-1995_Blackburn_Man United,1994-1995,9,10/23/1994,Blackburn,Man United,2,4,A,0,3
1994-1995_Chelsea_Ipswich,1994-1995,9,10/23/1994,Chelsea,Ipswich,2,0,H,3,0
1994-1995_Leeds_Leicester,1994-1995,9,10/24/1994,Leeds,Leicester,2,1,H,3,0
1994-1995_Coventry_Man City,1994-1995,10,10/29/1994,Coventry,Man City,1,0,H,3,0
1994-1995_Everton_Arsenal,1994-1995,10,10/29/1994,Everton,Arsenal,1,1,D,1,1
1994-1995_Ipswich_Liverpool,1994-1995,10,10/29/1994,Ipswich,Liverpool,1,3,A,0,3
1994-1995_Leicester_Crystal Palace,1994-1995,10,10/29/1994,Leicester,Crystal Palace,0,1,A,0,3
1994-1995_Man United_Newcastle,1994-1995,10,10/29/1994,Man United,Newcastle,2,0,H,3,0
1994-1995_Nott'm Forest_Blackburn,1994-1995,10,10/29/1994,Nott'm Forest,Blackburn,0,2,A,0,3
1994-1995_QPR_Aston Villa,1994-1995,10,10/29/1994,QPR,Aston Villa,2,0,H,3,0
1994-1995_Sheffield Weds_Chelsea,1994-1995,10,10/29/1994,Sheffield Weds,Chelsea,1,1,D,1,1
1994-1995_Southampton_Leeds,1994-1995,10,10/29/1994,Southampton,Leeds,1,3,A,0,3
1994-1995_Tottenham_West Ham,1994-1995,10,10/29/1994,Tottenham,West Ham,3,1,H,3,0
1994-1995_Wimbledon_Norwich,1994-1995,10,10/30/1994,Wimbledon,Norwich,1,0,H,3,0
1994-1995_QPR_Liverpool,1994-1995,10,10/31/1994,QPR,Liverpool,2,1,H,3,0
1994-1995_Everton_West Ham,1994-1995,10,11/1/1994,Everton,West Ham,1,0,H,3,0
1994-1995_Ipswich_Leeds,1994-1995,10,11/1/1994,Ipswich,Leeds,2,0,H,3,0
1994-1995_Coventry_Crystal Palace,1994-1995,10,11/2/1994,Coventry,Crystal Palace,1,4,A,0,3
1994-1995_Sheffield Weds_Blackburn,1994-1995,10,11/2/1994,Sheffield Weds,Blackburn,0,1,A,0,3
1994-1995_Southampton_Norwich,1994-1995,10,11/2/1994,Southampton,Norwich,1,1,D,1,1
1994-1995_Blackburn_Tottenham,1994-1995,11,11/5/1994,Blackburn,Tottenham,2,0,H,3,0
